step train_perp valid_perp test_perp test_recall total_loss e_loss rec_loss
56000 366.619110068 415.223201441 405.005706817 0.8533333333333337 458.416 32.7744053078 425.641723328
57000 364.813979877 414.942254984 404.567210426 0.8466666666666671 458.177 32.8485130882 425.328398438
58000 365.236028275 415.183668419 405.936085245 0.836666666666667 458.167 32.894583683 425.272485809
59000 364.652244945 413.814160788 404.507277499 0.8333333333333336 458.109 32.8502910995 425.259202271
60000 365.447746122 415.00152664 405.986029194 0.8400000000000002 458.107 32.7588564873 425.3479216
61000 364.532748003 414.881165932 404.97739225 0.8433333333333337 458.173 32.847945137 425.324794464
62000 364.664119392 414.708457298 406.549644057 0.8466666666666669 458.077 32.7886665726 425.287943726
63000 363.917654666 413.623214479 404.706769389 0.8300000000000003 458.116 32.9260111237 425.189799805
64000 362.900919925 413.722909063 403.800866615 0.8333333333333337 457.929 32.8819713402 425.047361221
65000 363.889014352 414.444923193 405.617827464 0.8400000000000003 457.854 32.7008792305 425.152890396
66000 362.781661877 413.921914016 404.905455529 0.84 458.012 32.9237238693 425.088346405
67000 361.811675427 413.925313987 404.160921301 0.8300000000000002 457.828 32.9082698059 424.919334335
68000 363.289606658 413.841774665 404.891881074 0.8166666666666668 458.125 33.0112679482 425.113579254
69000 363.427779055 414.295973343 405.376640918 0.8600000000000003 458.047 32.8554520607 425.192070694
70000 363.461386547 414.005621946 405.229465345 0.8666666666666667 458.021 32.7838879204 425.236667862
71000 362.482272224 413.194038549 403.784605187 0.8500000000000003 457.767 32.7766205978 424.990227737
72000 363.458071492 413.878092008 403.551874546 0.8500000000000001 457.934 32.8298101044 425.104348755
73000 362.357514999 413.580359003 403.850958963 0.8466666666666667 457.811 32.8618544006 424.94964859
74000 364.25702719 414.279319584 406.011543012 0.8233333333333336 457.986 32.8807990265 425.105075378
75000 365.371484361 414.00483485 405.64240199 0.8333333333333335 458.131 32.7568733406 425.373846588
76000 362.644047845 412.366262834 402.508637629 0.84 457.806 32.8173916245 424.98869751
77000 362.422224428 413.473896375 403.147940134 0.8466666666666669 457.712 32.7712942505 424.94068985
78000 362.8637764 413.856382546 403.459053868 0.83 457.96 32.8368198204 425.123663483
79000 361.769389712 412.503773567 402.122269505 0.84 457.89 32.9945543098 424.89577713
80000 363.473661151 412.803099779 403.255706524 0.8633333333333336 457.973 32.8204579735 425.15232193
81000 362.89151551 413.145423167 403.433242624 0.8500000000000001 457.901 32.8303242493 425.070354767
82000 363.657214825 413.066490605 403.556007861 0.8433333333333334 458.047 32.8144844437 425.232051163
83000 363.133532885 413.486048416 402.725925695 0.8500000000000001 457.977 32.8856205368 425.090971527
84000 362.616068085 412.958985725 403.983572066 0.8400000000000003 457.816 32.7936449242 425.022612076
85000 361.533015099 413.509264638 403.727678476 0.8366666666666667 457.596 32.7811414909 424.815094223
86000 361.358763213 412.69778123 403.210361316 0.8333333333333335 457.5 32.7286629105 424.771567917
87000 362.522764541 413.946264413 403.356406418 0.8400000000000002 457.722 32.7320687485 424.99006752
88000 361.171631566 412.206384959 403.666144885 0.8466666666666667 457.574 32.8249099541 424.749331284
89000 362.113345809 413.168063646 403.133945211 0.8233333333333336 457.663 32.724197979 424.938597946
90000 361.940781871 413.345860473 403.829845399 0.8333333333333336 457.656 32.8345983315 424.821084442
91000 362.677109398 412.614196809 404.457311052 0.8300000000000002 457.903 32.799738121 425.102803574
92000 361.619309341 412.769153642 402.065195834 0.8566666666666667 457.719 32.8364143753 424.882835388
93000 361.664190866 412.572688659 402.965397586 0.8433333333333334 457.713 32.7870180893 424.925674133
94000 361.773652705 412.706170932 403.251720639 0.8366666666666669 457.698 32.8878078461 424.809855499
95000 362.366474616 412.699429431 403.576941836 0.8433333333333336 457.823 32.875949688 424.946662827
96000 362.572568841 413.087873564 403.603400323 0.8433333333333336 457.818 32.7776422691 425.040759811
97000 362.049291907 412.794028299 402.234837411 0.8400000000000003 457.746 32.8019824409 424.943682404
98000 362.235626287 411.737145548 402.281410054 0.8366666666666669 457.786 32.8291932869 424.956528549
99000 362.034767433 411.756999246 402.704058397 0.8300000000000002 457.656 32.688051815 424.967913971
100000 360.332251774 411.868967368 402.284842827 0.8300000000000003 457.366 32.7675593948 424.597950363
101000 359.737894363 411.564530974 400.860327237 0.8366666666666669 457.405 32.8185245323 424.586627426
102000 360.366351734 411.651469925 401.963002006 0.8400000000000002 457.616 32.9209676361 424.695001297
103000 359.779717294 411.523245801 402.074361758 0.8433333333333336 457.369 32.8134527206 424.555118179
104000 362.25992159 413.160646624 402.876045015 0.8333333333333335 457.741 32.7912629318 424.949604416
105000 361.86821478 412.213252957 401.59450499 0.8433333333333336 457.803 32.8544382858 424.948725586
106000 360.81305834 411.991441501 401.635318912 0.8333333333333335 457.589 32.8306177902 424.758816376
107000 361.612248063 412.923875076 402.215609886 0.8466666666666669 457.571 32.7567886925 424.814310455
108000 359.392337089 411.051546855 400.181261206 0.8333333333333336 457.335 32.7609922409 424.573577271
109000 360.371791474 412.064358971 402.208353412 0.8400000000000002 457.522 32.7591110802 424.762888718
110000 361.517779702 411.039970966 403.258011295 0.8400000000000002 457.69 32.7653009224 424.924572525
111000 361.754782366 412.302879436 402.377903361 0.8566666666666669 457.761 32.7895059013 424.971686249
112000 361.464307483 411.598240112 402.425786066 0.8266666666666669 457.801 32.8419770622 424.959174576
113000 360.835544276 411.154426699 401.749453674 0.8433333333333334 457.525 32.7479079819 424.777265396
114000 360.421540621 412.025442531 403.033420498 0.8266666666666669 457.484 32.7761355972 424.708241425
115000 358.421052065 410.033420312 401.015623046 0.8333333333333336 457.165 32.7669812393 424.398395844
116000 360.754764997 412.658921711 403.263183857 0.8366666666666669 457.507 32.7772568893 424.72973938
117000 359.837639461 411.652431334 403.167889624 0.8000000000000002 457.411 32.798133316 424.612603302
118000 359.182807608 411.758579818 401.938328225 0.8233333333333335 457.371 32.8075070572 424.563150635
119000 361.143069021 413.257530531 403.834509782 0.8133333333333335 457.542 32.74241045 424.799980469
120000 360.434719102 411.702386521 402.453202567 0.8366666666666669 457.581 32.82244627 424.758404083
121000 358.213283871 410.702161495 402.302755249 0.7966666666666669 457.187 32.8162555504 424.370952148
122000 359.478159487 410.410863056 402.79678667 0.8333333333333336 457.346 32.7355332184 424.61055397
123000 359.852600309 411.905384827 402.784369649 0.8166666666666669 457.428 32.7802272034 424.647431412
124000 358.807256255 410.699980037 402.165776041 0.8266666666666669 457.234 32.7457784462 424.488698883
125000 360.825015314 412.143535036 404.09277518 0.816666666666667 457.511 32.7174049377 424.794093323
126000 358.862892077 410.712835615 401.899288851 0.8366666666666669 457.11 32.67707407 424.433241959
127000 358.975185707 410.170573602 400.519002772 0.836666666666667 457.322 32.784336586 424.537700577
128000 359.436870228 412.095955869 402.407738326 0.8400000000000003 457.393 32.8480304146 424.54489296
129000 360.160348109 411.866881965 402.239877235 0.8233333333333336 457.502 32.7947327614 424.707689972
130000 359.577117684 410.963980989 401.820389871 0.8433333333333336 457.428 32.9159402275 424.511653214
131000 358.62606563 411.228104763 401.705158988 0.8300000000000003 457.207 32.8506896019 424.356151047
132000 359.208464044 411.855785729 402.031474683 0.8200000000000003 457.239 32.7533845139 424.485220261
133000 360.756196482 412.43531335 402.182470292 0.8333333333333336 457.698 32.8400457001 424.85815155
134000 360.031373598 411.499202533 401.851390389 0.8266666666666671 457.487 32.8297678375 424.656779022
135000 359.06761343 410.698079455 401.105066275 0.816666666666667 457.224 32.7084840393 424.515285187
136000 358.383259999 410.775230735 401.545214576 0.826666666666667 457.179 32.7267814064 424.452574768
137000 360.648018784 411.729746581 401.75963703 0.8300000000000003 457.509 32.7569095039 424.752127151
138000 359.407720096 412.10148318 402.897824656 0.8200000000000003 457.405 32.7964104843 424.608384247
139000 360.415260092 411.717976894 402.804536674 0.8266666666666669 457.514 32.8421108437 424.671891327
140000 359.010128733 409.99223517 400.419126652 0.8400000000000003 457.239 32.7587561989 424.480370941
141000 360.704651876 411.177744807 402.77054374 0.8233333333333335 457.604 32.8559177208 424.748371658
142000 360.230851521 410.332664133 402.28097013 0.8300000000000004 457.444 32.7523762131 424.691597519
143000 359.102141252 410.894163777 402.879376103 0.836666666666667 457.232 32.7843272781 424.448029251
144000 359.407160241 411.802458676 402.895094218 0.8333333333333337 457.284 32.7540920258 424.530053864
145000 360.790572024 412.05048821 402.48560176 0.8300000000000003 457.502 32.7269791985 424.774702301
146000 357.812079581 409.959891528 400.284601972 0.8400000000000003 457.021 32.7093998146 424.312029419
147000 359.264330685 410.207045707 401.475500686 0.8333333333333336 457.214 32.6691062355 424.544432297
148000 359.943122555 411.375418274 402.073918908 0.8233333333333337 457.287 32.6797053528 424.607598267
149000 359.010935459 410.307918112 402.471483846 0.8233333333333336 457.137 32.7115491104 424.425906448
150000 358.392437304 409.673345773 400.720586743 0.8400000000000003 457.128 32.679352684 424.448655319
151000 359.946861628 410.903332397 401.257865594 0.8333333333333337 457.324 32.6830921555 424.640928726
152000 358.971908803 410.088048456 401.000429957 0.846666666666667 457.2 32.7088383484 424.491342468
153000 358.942008175 411.07393278 401.434607339 0.8200000000000002 457.191 32.7171747398 424.474116364
154000 358.522959158 409.753237822 400.561990225 0.826666666666667 457.16 32.6776025963 424.48198082
155000 358.854070921 411.074164688 401.331825728 0.8266666666666671 457.289 32.7224695778 424.566852722
156000 358.982517877 409.823609985 401.122211426 0.8300000000000002 457.325 32.7577244949 424.56747612
157000 358.427337349 410.355515459 401.462333649 0.8233333333333335 457.221 32.8075945282 424.413261108
158000 359.418009651 410.527920228 401.339979042 0.8166666666666668 457.348 32.7400250244 424.608003616
159000 358.832571694 410.82731455 401.064600374 0.82 457.232 32.7093795586 424.522638321
160000 359.493485303 410.705630296 402.511192379 0.8100000000000003 457.324 32.7048468399 424.619257736
161000 357.681775334 409.710378525 399.829097745 0.8333333333333336 457.035 32.6775088692 424.357340622
162000 358.10888591 409.966551591 400.251398502 0.8333333333333336 457.058 32.6541860962 424.40410965
163000 358.575129179 409.61881616 399.977956809 0.8133333333333336 457.232 32.7686174583 424.463147888
164000 357.882310457 409.952175496 400.112676309 0.8200000000000003 457.084 32.6876559067 424.395835953
165000 358.165560163 410.067283727 399.420788004 0.8233333333333336 457.091 32.6834498405 424.40780571
166000 358.33725866 410.573716229 400.962319377 0.8000000000000003 457.108 32.6726848984 424.435161133
167000 357.905822285 410.093919109 400.644608147 0.8233333333333338 457.064 32.6783616066 424.385804214
168000 359.225356869 411.382618421 400.979940056 0.8233333333333337 457.212 32.6164152145 424.595425186
169000 357.960079202 410.565817314 399.934407902 0.8133333333333337 457.083 32.703854332 424.378897324
170000 358.832901038 410.628011825 400.776532124 0.8166666666666668 457.222 32.7142266846 424.507942581
171000 357.721929399 409.104068427 399.281108461 0.8300000000000004 456.928 32.6441273117 424.283531647
172000 357.518542192 409.223175907 399.851121033 0.8100000000000003 457.024 32.7246711731 424.299095688
173000 358.117822292 409.930751209 400.886801645 0.8200000000000003 457.086 32.7734819984 424.312654037
174000 357.641415149 409.298557091 398.945920405 0.8133333333333336 457.157 32.7971536255 424.360014267
175000 357.299222383 409.972553751 400.028814621 0.836666666666667 457.06 32.7683295631 424.292129898
176000 357.557247682 410.287483035 400.679067042 0.8366666666666671 457.075 32.7559999847 424.318850021
177000 358.309091466 409.239838648 401.232553931 0.8100000000000002 457.086 32.6810840034 424.404854813
178000 357.646959564 410.331425526 401.184969797 0.8200000000000004 457.03 32.7960057449 424.234240112
179000 357.595640786 410.731785293 401.62025458 0.8200000000000003 456.994 32.7693373108 424.224321136
180000 357.022362688 410.250631551 400.670572781 0.8233333333333336 456.948 32.7515210915 424.196012192
181000 357.820196653 410.340092521 401.040433462 0.8166666666666669 457.019 32.7513464165 424.267490311
182000 358.25231073 410.258836307 401.303196646 0.8133333333333339 457.151 32.7654969978 424.385566101
183000 359.506755594 411.532020117 401.750955306 0.806666666666667 457.183 32.6567845917 424.525993652
184000 358.779489871 410.674292101 400.519513245 0.8300000000000002 457.124 32.6855259323 424.438904114
185000 356.713449255 410.250437297 400.116683194 0.816666666666667 456.894 32.7970585442 424.097445679
186000 358.955914603 410.318882801 400.660697862 0.8333333333333337 457.224 32.7712969589 424.453095016
187000 358.378187981 410.404724103 400.685305758 0.826666666666667 457.21 32.786965313 424.423111649
188000 357.186606644 409.289372383 399.411592855 0.8200000000000002 456.939 32.6983699226 424.240278015
189000 356.483295795 409.388824834 399.477541456 0.8266666666666671 456.972 32.7942712593 424.17758606
190000 359.659214209 410.663385258 401.126757132 0.8133333333333337 457.309 32.7599827576 424.54891037
191000 356.673599909 408.767772174 399.584563958 0.8166666666666671 456.928 32.8015344238 424.126486511
192000 357.504123745 409.662880023 400.652456561 0.826666666666667 457.04 32.7992413712 424.240479736
193000 357.77047664 410.037077895 400.563304741 0.8200000000000003 457.162 32.9255892372 424.236445084
194000 356.489933407 409.35479886 399.393615101 0.816666666666667 456.793 32.6969666672 424.095759659
195000 357.259881841 409.408627637 399.709501806 0.826666666666667 456.963 32.7855321121 424.177686844
196000 357.006256678 409.12788297 400.125213531 0.8433333333333337 456.915 32.7811863899 424.133387375
197000 357.827954906 409.551959429 400.515938892 0.816666666666667 457.077 32.7333903503 424.34384819
198000 357.079499256 409.616377577 400.231467293 0.8333333333333336 456.891 32.7390705109 424.151826706
199000 357.510827399 409.676815617 399.835101034 0.8166666666666668 456.975 32.7366339684 424.238036041
200000 358.560224986 410.671219501 400.487610576 0.8166666666666668 457.054 32.6988685226 424.355544357
201000 359.022695275 410.959137115 401.038130269 0.816666666666667 457.252 32.7392021942 424.513035431
202000 357.541073377 409.73505451 399.845324236 0.826666666666667 456.923 32.6812800026 424.241311798
203000 358.27191375 410.192366625 400.962354269 0.8166666666666669 457.087 32.7425765419 424.343987961
204000 359.336064872 410.09718853 399.940747205 0.8233333333333336 457.33 32.7101690865 424.619521179
205000 358.343693559 409.989254242 399.873409222 0.8233333333333337 457.185 32.734636879 424.450385361
206000 358.266920582 409.913752438 399.551903073 0.8200000000000004 457.105 32.7440604401 424.361289902
207000 357.825728451 409.919859412 400.163399478 0.8166666666666669 457.079 32.6982957268 424.381145401
208000 356.62541384 409.320049383 399.442766106 0.8433333333333337 456.891 32.6600045586 424.231193161
209000 357.525488448 409.253874345 399.647499133 0.8366666666666669 457.086 32.720749321 424.36491951
210000 358.845202425 409.664846683 400.983921303 0.8200000000000003 457.185 32.6632707977 424.521288071
211000 358.086905096 409.192264135 399.569355842 0.8233333333333337 456.996 32.6483367729 424.347772217
212000 357.79495214 409.379772553 398.951320895 0.8233333333333336 456.985 32.7211555862 424.264075241
213000 357.835220886 409.649577537 399.220864405 0.8366666666666669 456.947 32.6543187523 424.292271347
214000 358.242067549 410.486275161 399.791933809 0.816666666666667 457.09 32.7052384567 424.385195389
215000 358.331833733 410.424145545 399.253045673 0.8366666666666671 457.079 32.73109375 424.34755127
216000 357.252024993 409.578203442 398.340862242 0.8400000000000003 456.985 32.7197155571 424.26567688
217000 357.365499251 409.555123751 399.309130303 0.836666666666667 456.954 32.7243967247 424.229897003
218000 357.450837049 409.774871324 399.77517329 0.8400000000000002 457.057 32.7753926086 424.281186676
219000 357.825622466 409.952506941 400.553757773 0.8233333333333337 457.016 32.6594746208 424.356938858
220000 358.370946752 409.869777856 399.845574909 0.826666666666667 457.054 32.6693984413 424.384108047
221000 356.031599012 408.487309011 398.262905848 0.8333333333333336 456.635 32.6370636177 423.997806931
222000 357.191175646 409.731760562 399.033333523 0.836666666666667 456.843 32.6500003624 424.193258209
223000 357.238472345 410.066856899 399.887401781 0.8200000000000003 456.956 32.7469927025 424.208938522
224000 357.397171747 409.374131248 398.618598507 0.8233333333333336 456.917 32.6784344864 424.238861465
225000 357.726488152 409.575863128 400.108949358 0.8200000000000003 456.997 32.7370570755 424.259678802
226000 357.176622116 409.393043554 399.154831793 0.83 456.916 32.7410678482 424.174530487
227000 357.790950074 410.085239473 399.008566422 0.8400000000000004 457.022 32.7695602798 424.252752991
228000 357.68976519 410.304517913 400.849712221 0.8200000000000003 456.915 32.6499041748 424.264724503
229000 358.377175917 409.995193577 400.186835926 0.8100000000000002 457.241 32.7705392647 424.469950485
230000 357.26694472 409.60066339 399.071304132 0.8300000000000002 456.882 32.7258177376 424.156649704
231000 356.414247313 409.227741269 399.249061523 0.8300000000000004 456.844 32.7979873466 424.04649147
232000 356.414003524 409.543663121 399.068897433 0.8233333333333336 456.682 32.6650642014 424.016908569
233000 357.278658898 410.009418067 399.092285708 0.836666666666667 456.89 32.6666802788 424.223082123
234000 358.406092404 411.068513137 399.834131175 0.8366666666666669 457.091 32.7040130424 424.386974182
235000 357.694286927 410.461137941 399.686943948 0.8300000000000004 456.982 32.6460127449 424.336514664
236000 357.270860848 410.303076987 398.934630245 0.8266666666666671 456.938 32.6870746422 424.251229172
237000 357.343952228 410.720945631 399.904788446 0.8233333333333336 456.874 32.673562355 424.199952393
238000 357.356908585 409.817624393 399.587115664 0.82 456.921 32.7163231277 424.204481888
239000 357.522157611 410.718683979 399.951976653 0.8333333333333338 456.847 32.5565262222 424.290910034
240000 356.892778422 409.186576477 398.984948983 0.8133333333333337 456.758 32.5970978737 424.161006241
241000 357.388832698 409.459268993 399.039162409 0.8200000000000003 456.812 32.578152256 424.233444366
242000 358.598449376 410.165299711 400.077619541 0.8233333333333336 456.959 32.5793802261 424.379205933
243000 357.852755465 409.654072596 398.506835744 0.836666666666667 457.017 32.6617943954 424.355377197
244000 356.741220799 409.632757079 397.939890327 0.836666666666667 456.72 32.576056118 424.144393387
245000 356.32436215 409.109966542 398.034456393 0.836666666666667 456.72 32.6174794388 424.102921448
246000 358.074410192 409.964327365 399.645055439 0.8400000000000003 456.974 32.6156721497 424.358807907
247000 357.814363375 409.689435585 399.090992849 0.8366666666666669 456.99 32.5973618698 424.392472916
248000 358.661127171 409.860842584 399.579446079 0.846666666666667 457.06 32.6115781593 424.448036652
249000 358.035603254 409.471874982 398.888874509 0.8300000000000003 457.015 32.6493994904 424.365141373
250000 358.437393492 409.544555393 399.279586979 0.8333333333333336 457.068 32.6273223305 424.440276718
251000 358.212343684 409.366797669 399.015812392 0.8400000000000003 457.079 32.6101698685 424.468943939
252000 357.321267864 409.043517202 398.369306321 0.8300000000000002 456.877 32.5959825706 424.280735703
253000 356.550665115 408.431015833 397.616713486 0.8266666666666669 456.781 32.6462662506 424.135221786
254000 357.542116075 409.572801651 398.732205285 0.8333333333333337 456.949 32.6132455826 424.336228104
255000 357.825271801 409.370286093 399.198830483 0.8300000000000004 456.958 32.5730331993 424.384666061
256000 358.738116334 410.384637622 399.979778138 0.8300000000000002 457.177 32.6321691704 424.544651413
257000 357.717993304 409.553797571 398.737167524 0.8333333333333336 456.971 32.6195959473 424.351797104
258000 357.978065772 409.911007898 398.605760001 0.8333333333333336 456.972 32.553612957 424.418233719
259000 357.642498651 409.317024831 399.094085618 0.8333333333333336 456.864 32.5379213142 424.326115417
260000 358.486673325 409.699127749 398.969972151 0.8333333333333335 457.062 32.5609965324 424.501058884
261000 356.659324968 409.030948556 397.92243799 0.8433333333333336 456.692 32.5527649117 424.138766861
262000 357.432406322 409.728060372 398.933156329 0.826666666666667 456.921 32.6434325981 424.277665405
263000 358.934365239 410.221871066 400.450118431 0.8133333333333332 457.137 32.6892625046 424.447913742
264000 356.542428561 409.04918973 398.646745466 0.8233333333333336 456.764 32.6180456352 424.145714645
265000 357.659710545 409.30603574 398.376409454 0.8433333333333336 456.901 32.5964000511 424.304144745
266000 356.193819672 409.1205967 397.784801779 0.8400000000000002 456.709 32.6156441116 424.092900543
267000 357.395730626 409.31231705 398.211858479 0.8300000000000002 456.893 32.5833312798 424.30964035
268000 356.954855893 409.296930669 399.116131401 0.836666666666667 456.722 32.5620487976 424.15990509
269000 357.589606021 409.41723346 398.905477594 0.82 456.842 32.5505063629 424.291966095
270000 356.505032052 410.370788146 399.185890509 0.816666666666667 456.679 32.5644935036 424.114417419
271000 356.493964906 409.904094971 398.124995759 0.8233333333333337 456.699 32.5717749214 424.127693481
272000 356.468543823 409.129260927 398.4746898 0.8266666666666669 456.694 32.5478139496 424.146173706
273000 357.884998375 410.474988932 399.119853329 0.8333333333333335 456.9 32.5683677864 424.331399307
274000 358.510948769 411.125479833 399.571739212 0.8466666666666669 456.978 32.5967474556 424.381375732
275000 357.980894148 410.248413046 399.56117491 0.8333333333333335 456.961 32.6482564163 424.313227005
276000 358.096470982 410.118543715 398.392248733 0.8266666666666667 456.925 32.6097525215 424.315508041
277000 356.174426947 409.332005308 398.421734032 0.8333333333333335 456.696 32.6410637665 424.055301895
278000 357.390492869 410.381474217 399.05434484 0.8333333333333337 456.995 32.7095594597 424.285266495
279000 357.074826354 410.05534016 398.660033351 0.8633333333333334 456.839 32.6709888077 424.167581558
280000 356.382335732 409.389990987 398.150009593 0.8433333333333336 456.697 32.5814515877 424.115107727
281000 357.847793559 410.068307511 400.367926107 0.84 456.921 32.5520201492 424.368847885
282000 356.257466635 409.941320774 399.021443838 0.8333333333333335 456.7 32.6131471825 424.087241592
283000 358.089845176 411.059734699 399.847466136 0.8333333333333336 456.996 32.657185955 424.338444214
284000 357.93812496 410.506050111 399.916215077 0.8333333333333336 456.971 32.5957036209 424.375052948
285000 357.88921212 410.25139184 399.973590239 0.8366666666666667 457.042 32.6574892426 424.384911957
286000 356.895490545 410.071373513 398.819612523 0.8466666666666667 456.818 32.6620088196 424.155591965
287000 358.910407846 410.51879051 399.634661367 0.8366666666666669 457.073 32.6416143417 424.431843796
288000 357.261895343 410.153482147 398.550194677 0.8400000000000003 456.871 32.6316778183 424.23916153
289000 358.070758862 410.835979447 399.208844254 0.8633333333333336 457.067 32.7068379021 424.360528488
290000 356.936217408 409.15699093 398.613857319 0.8433333333333337 456.721 32.5314776993 424.189610443
291000 357.333806121 409.732913434 399.247694546 0.8400000000000003 456.835 32.5913287926 424.243598785
292000 356.54063867 409.022527836 398.634226245 0.8400000000000002 456.717 32.5549494362 424.16255249
293000 356.736503108 409.001757374 398.198759489 0.8400000000000003 456.814 32.57528759 424.239115677
294000 357.083796548 409.033597684 398.938477317 0.8433333333333336 456.767 32.4691291046 424.29768692
295000 357.118891339 409.150793174 399.322042351 0.836666666666667 456.766 32.52238657 424.243504868
296000 357.099858243 409.520187206 398.709094191 0.8466666666666669 456.845 32.5874749947 424.257919388
297000 356.879575518 409.647308683 398.691454247 0.846666666666667 456.804 32.6123999214 424.192062988
