step train_perp valid_perp test_perp test_recall total_loss e_loss rec_loss
30000 523.508055871 543.617773106 538.732857229 0.7299999999999998 454.843605347 7.76221942902 447.08138649
31000 516.055298545 537.426074882 530.708519037 0.7699999999999997 454.396770096 8.4370257473 445.959744186
32000 517.06316065 533.761397938 531.585691998 0.7633333333333334 454.57789772 8.2702389276 446.307658615
33000 516.993527955 533.771241986 528.474615415 0.7533333333333332 455.187623749 8.93451109886 446.253112183
34000 514.672279738 532.627239146 526.839844749 0.7599999999999999 454.182770844 8.12925414801 446.053516464
35000 508.282480218 526.119806045 519.953054331 0.743333333333333 453.728414001 8.32672100544 445.401694489
36000 512.749990733 532.202550242 522.865147049 0.7433333333333333 454.322442322 8.27782976747 446.044612198
37000 513.447153716 532.883638254 524.20454638 0.7499999999999997 453.697412109 7.59292449236 446.104487686
38000 519.41392193 539.272369742 530.149522332 0.7333333333333332 454.678696747 7.70304837108 446.975648422
39000 510.885033685 521.55922553 515.66393513 0.7566666666666664 454.445460434 8.72832373142 445.71713707
40000 508.335275083 526.522173289 519.651803916 0.7399999999999999 453.924606476 8.44797787666 445.476629181
41000 504.86538813 524.313430423 516.400315167 0.76 453.241938934 8.3576897347 444.884248276
42000 499.227703308 519.848351079 514.450052196 0.7699999999999999 452.671311035 8.27330150366 444.398010864
43000 499.40608564 520.934707808 512.92313826 0.7499999999999997 452.632733994 8.30477852345 444.327955475
44000 501.331783695 520.86693371 510.788640552 0.7699999999999996 452.918560486 8.62456049919 444.294000473
45000 503.026025156 522.149089105 512.435889871 0.7733333333333333 452.667816162 8.14970777988 444.518108902
46000 497.877517366 516.879067357 509.166423326 0.7666666666666666 452.470125885 8.48690879583 443.983216248
47000 494.84015288 519.333407923 507.757528369 0.7766666666666664 452.762209854 9.08765393257 443.674556046
48000 491.58324726 514.892328405 506.93560375 0.7433333333333332 452.581224823 9.13312423706 443.448100586
49000 495.128093703 517.571855555 511.486683317 0.7699999999999997 452.585526047 8.76908242226 443.816443481
50000 489.842891908 514.776741575 506.226397537 0.773333333333333 451.871559601 8.8084486866 443.063109207
51000 495.584544384 520.586531641 512.205499352 0.7733333333333331 452.179116821 8.48293899775 443.696177826
52000 490.628856418 513.190259019 506.504239413 0.763333333333333 451.84036911 8.94664882183 442.893719101
53000 497.843591044 519.782387598 513.955147637 0.7599999999999997 452.34501358 8.22679507256 444.118216476
54000 490.332356812 514.079712744 503.802601278 0.7833333333333333 451.632292786 8.66288544655 442.969407196
55000 487.680838591 510.809038312 501.492471972 0.7999999999999998 452.011731339 9.32861526966 442.683114548
56000 492.555020816 515.316387275 505.39418591 0.7566666666666664 452.242955399 8.71256688595 443.530386658
57000 487.058584573 512.02784925 503.668680008 0.7733333333333331 452.578866806 9.70801279306 442.8708535
58000 491.049529694 513.333556683 506.973848484 0.7733333333333333 451.519862976 8.25338647366 443.266476593
59000 488.663426789 513.02561569 506.083066574 0.7766666666666666 451.801345673 8.62432727814 443.177017593
60000 485.874379095 512.081222019 501.894401944 0.7599999999999997 451.415130692 8.79417953491 442.620951691
61000 483.644404383 511.706982654 500.453153065 0.7766666666666667 451.251187897 8.89232835293 442.358860626
62000 481.257327878 507.062409478 497.630295563 0.7766666666666664 451.24948082 9.27910135746 441.97037735
63000 481.749983744 510.91438296 498.499289956 0.7699999999999999 451.176132202 9.14688705921 442.029244385
64000 483.986160346 511.192141451 498.878839141 0.7499999999999999 450.966797333 8.60120934725 442.365587616
65000 482.814153745 504.949618418 494.261598137 0.7866666666666667 451.255476761 9.0126809907 442.242796631
66000 483.030575741 507.941859878 496.168552824 0.7599999999999997 451.845116653 9.59090281963 442.254213409
67000 481.732091971 507.279034411 499.88190004 0.7533333333333333 451.727105331 9.548173666 442.178932343
68000 478.783373376 505.796449598 495.336022499 0.7499999999999997 451.529925613 9.58722521067 441.942700348
69000 479.382564003 505.551937034 497.274839599 0.7566666666666666 451.686159744 9.61404396772 442.072113571
70000 476.837558886 503.717629094 494.487790948 0.7666666666666666 450.847575607 9.42245844603 441.425116501
71000 481.087579533 505.759919195 496.239917883 0.7499999999999997 451.163577118 9.1213469696 442.042231522
72000 476.506513826 503.798595641 494.937059588 0.7766666666666667 450.325075989 8.83422259092 441.490855179
73000 474.639903506 503.685704943 492.125216008 0.7966666666666669 451.027901688 9.83374033213 441.194163971
74000 475.033280456 503.684839896 493.177293179 0.7866666666666667 450.744506912 9.28947916269 441.455027161
75000 475.328379173 501.898616051 494.355482801 0.7633333333333333 450.80947876 9.4721009779 441.337377777
76000 475.156915355 501.955615291 494.5311441 0.7800000000000001 450.214562607 9.1211560607 441.093408127
77000 474.595881607 499.447824047 490.507283959 0.7933333333333333 450.487149353 9.66677504539 440.82037323
78000 476.259830377 499.759689207 492.466353839 0.7733333333333331 451.009761581 9.92745390177 441.082305908
79000 475.344675929 502.202536585 493.401604562 0.7766666666666667 450.320028534 9.33706741571 440.982960815
80000 472.578403676 502.973374759 494.155907528 0.7766666666666666 450.32579895 9.5971714735 440.728629913
81000 470.909133003 500.606446809 491.894416162 0.75 450.235275879 9.66550372839 440.569771423
82000 472.89610928 501.520817465 489.420094082 0.7733333333333333 450.369999771 9.38180068016 440.988197784
83000 472.434033717 499.484316613 491.737931232 0.7833333333333334 450.616581116 9.78739931583 440.829183807
84000 468.014661853 498.969547798 490.40494771 0.7766666666666667 449.81504364 9.52596043587 440.28908371
85000 470.364525079 500.248921978 492.702464968 0.7733333333333334 449.319150391 8.73932794571 440.579822693
86000 470.689389933 498.242951947 490.575882663 0.7766666666666666 449.608306198 9.11145555019 440.496849289
87000 468.040639865 498.042015076 489.842448981 0.78 449.805972519 9.45676816463 440.34920578
88000 467.568421205 497.001013191 485.692599087 0.7766666666666667 450.084986572 9.64472638369 440.440260773
89000 468.922937611 499.538630437 488.765232123 0.7533333333333332 450.208547592 9.49861080647 440.709937057
90000 468.079317596 500.004143186 491.739222918 0.7766666666666666 450.126136246 9.4185423851 440.707593918
91000 467.901950901 497.200556064 489.427443611 0.8033333333333335 450.264062424 9.78050867796 440.483555222
92000 468.628681622 499.939351085 488.46649211 0.7933333333333333 450.658497543 10.0681349802 440.590362549
93000 468.925264269 496.85285657 487.561821227 0.7800000000000001 450.219703903 9.51747279882 440.702230606
94000 468.788769127 498.317920205 487.227978762 0.7666666666666664 450.631450882 10.0873439598 440.544106522
95000 470.181069311 496.117445053 486.537008806 0.7966666666666665 450.45950264 9.71425948858 440.745244751
96000 469.82865351 497.7513396 488.438681748 0.7633333333333334 450.584947052 9.69334254265 440.89160553
97000 469.533383046 497.18592352 488.502519241 0.7800000000000002 450.410831451 9.573551054 440.837279053
98000 467.579903302 497.081692544 486.782651625 0.7766666666666664 449.75556572 9.27604846716 440.47951889
99000 467.405092398 495.096570082 484.216597263 0.8 449.842829666 9.37734081268 440.465487442
100000 467.288219842 493.89216041 485.670034516 0.7733333333333333 449.672903214 9.48297841311 440.189926224
101000 463.976966071 491.170300745 481.415354517 0.7866666666666666 449.780854263 9.84597101212 439.934883041
102000 470.734908883 494.50726273 486.70460071 0.76 449.709606247 9.06745034695 440.642156448
103000 465.931787229 490.315294604 482.111534775 0.7599999999999999 449.881239548 9.64160648346 440.239633789
104000 467.516358486 491.970706332 481.991837667 0.8 450.188799515 9.7582964325 440.430503845
105000 472.814720312 497.39765526 490.028313299 0.7833333333333331 450.473393173 9.29824023485 441.175152359
106000 469.180492677 495.529732938 489.299270704 0.7700000000000001 450.319887161 9.62233919859 440.697546539
107000 468.859088496 494.348877667 486.811318584 0.7666666666666666 449.732143707 9.21076600075 440.521378479
108000 464.582316771 488.694084932 483.781911121 0.7600000000000001 450.379129791 10.2897574615 440.08937233
109000 465.294294166 492.477559419 484.001024901 0.7799999999999998 449.772721252 9.67219466448 440.100525894
110000 464.707726858 490.998787428 483.17770307 0.7699999999999999 449.59270668 9.55097683907 440.041729889
111000 462.011747056 488.699808058 480.691701153 0.8166666666666669 449.309714813 9.73254937172 439.577163239
112000 466.764140811 492.512268147 485.261278471 0.7599999999999999 449.535573807 9.29147471428 440.244098358
113000 462.893452915 490.223934842 479.329711173 0.7900000000000003 449.455425873 9.6748631382 439.780562057
114000 465.024791963 496.471384418 485.777811829 0.7933333333333333 449.637229385 9.33301249981 440.304217682
115000 461.416017299 491.27140883 479.586389242 0.8000000000000002 449.608275909 9.84897737026 439.759298477
116000 464.637948518 492.606625579 481.780947622 0.786666666666667 449.361832581 9.30775135756 440.054080811
117000 460.554777865 490.145341461 479.747053908 0.7833333333333333 449.736834412 9.99344722271 439.743384094
118000 463.470001992 491.496655342 482.450502096 0.7766666666666666 449.429015198 9.27772592306 440.151289825
119000 463.199026313 492.75968198 480.916325925 0.8033333333333335 449.474322357 9.60767112017 439.866652603
120000 463.27513405 493.334222084 481.164453917 0.8 449.788143158 9.81671394825 439.971431046
121000 465.574779064 495.032539784 482.89686384 0.7833333333333333 449.846452789 9.68630102634 440.160153351
122000 462.898847779 493.62857214 483.733971416 0.7733333333333331 449.77506279 9.75201131821 440.023051071
123000 462.85509374 493.040882 479.185803198 0.7800000000000001 449.794043045 9.7969466424 439.997096405
124000 462.547522592 490.59239721 479.995411766 0.79 449.697005463 9.78728991032 439.909714355
125000 464.083899963 489.579505467 481.676066809 0.7933333333333333 449.467444229 9.39196778297 440.07547699
126000 463.540025567 488.777304405 480.371202525 0.8000000000000002 449.75344574 9.82067193747 439.932774277
127000 462.090303121 491.45498461 480.487022346 0.7966666666666667 449.514408951 9.75156345367 439.762843323
128000 461.776326632 490.798466431 480.781296674 0.7866666666666666 449.243575592 9.56904690266 439.67452858
129000 461.055679525 488.625902789 481.570189773 0.7833333333333334 449.506867981 9.80685406446 439.700013962
130000 461.033846109 490.235731024 481.135875773 0.7933333333333333 449.115382156 9.54156207561 439.573819885
131000 461.901980322 488.295114686 479.976700329 0.7799999999999998 449.588275986 9.81682338238 439.771452637
132000 465.193555353 492.4121924 483.652959305 0.7833333333333335 449.619793015 9.39464519262 440.225146408
133000 462.713577024 489.428999392 480.787090335 0.7933333333333333 449.493060303 9.61756434441 439.875494537
134000 463.674446376 491.849464387 481.953645052 0.8000000000000002 449.430480499 9.39952584743 440.030955734
135000 464.277518604 493.093334305 483.675889177 0.7833333333333333 449.774460678 9.7546057868 440.019852753
136000 460.396153251 488.542161249 478.004881326 0.78 449.594550247 10.0374788904 439.557071381
137000 459.426085732 488.893252307 478.174366069 0.7733333333333333 449.733036118 10.2551986456 439.477837982
138000 462.626411401 489.171488581 481.155940019 0.7766666666666666 449.464290695 9.57495238304 439.889337845
139000 462.413950786 489.488554464 480.817443711 0.7666666666666664 449.621009445 9.68542333126 439.93558548
140000 458.099023937 486.527149131 476.596890813 0.773333333333333 449.423214874 9.98995085239 439.433265686
141000 456.963560031 485.893688753 476.320449119 0.7866666666666667 449.02006546 9.8411836338 439.178882294
142000 457.158309618 486.718070451 480.005454211 0.7900000000000001 448.983517532 9.80469074249 439.178826828
143000 458.933946472 486.818188542 478.849643115 0.7766666666666666 449.216365738 9.87135687351 439.345007935
144000 459.356115356 487.869870693 481.245182786 0.776666666666667 449.044958191 9.55972720623 439.48522995
145000 454.593325745 484.540841057 475.530839223 0.79 449.358138733 10.3990690231 438.959068909
146000 458.257324508 487.127160265 479.389064692 0.7766666666666666 449.978460922 10.5636582232 439.414801788
147000 457.507696418 487.285065627 478.513395726 0.7833333333333334 448.990336914 9.64435827255 439.345978699
148000 459.355903213 490.447570607 480.60452048 0.7900000000000001 449.146636505 9.49112257242 439.655514145
149000 458.181362351 490.125537534 477.19532512 0.7933333333333333 449.156049271 9.73969564438 439.416354446
150000 458.171700505 488.213903224 477.452418194 0.8 449.19921608 9.669602108 439.529614105
151000 455.818387928 485.81104873 475.532424644 0.78 449.215858917 10.1124965429 439.103363266
152000 457.767703805 487.233210774 476.863399701 0.7933333333333334 449.069028549 9.75335669279 439.315674438
153000 458.1142139 490.193767064 479.698536325 0.7833333333333333 448.847893066 9.44602750301 439.401866074
154000 452.776833691 485.084456141 474.153596842 0.7966666666666665 449.132723083 10.3066607165 438.826064758
155000 455.047888603 488.605081422 478.867935511 0.7866666666666666 448.834155807 9.64989071369 439.184264679
156000 455.518295793 490.299834792 480.235070199 0.8 449.317643585 9.97870378494 439.338941727
157000 456.329460482 488.644934784 479.492613205 0.78 449.411050873 9.88309638977 439.527953949
158000 453.949836935 488.542131371 478.124072735 0.7900000000000001 449.34176796 10.2030279851 439.13873909
159000 453.510676746 486.049054081 476.759693249 0.7866666666666666 449.000199432 9.95898510218 439.041215515
160000 452.926313193 486.355262116 476.503448865 0.8033333333333331 449.14394043 10.2402994537 438.903641586
161000 453.796021623 487.152521876 476.329875649 0.7966666666666669 448.999188385 9.92442776918 439.074761353
162000 451.039178472 485.22158751 475.691928671 0.7966666666666665 449.322017822 10.599662075 438.722353439
163000 452.162892896 485.548154525 475.337633891 0.7899999999999998 448.704857178 9.79923278332 438.905624924
164000 452.866408433 486.357037583 475.268821396 0.7833333333333333 449.147080231 10.1648060226 438.982274323
165000 450.543958831 484.626637479 473.436965504 0.7766666666666666 449.079155731 10.3330751753 438.746081009
166000 450.143746918 483.345797532 473.644576279 0.8033333333333336 449.109594727 10.5403795147 438.569215927
167000 453.032901876 485.900809105 477.704385989 0.7833333333333334 448.498247375 9.58959840775 438.908649521
168000 453.232686607 484.464133668 474.156212205 0.8000000000000002 448.864376755 9.93811421394 438.926263733
169000 453.524342456 485.66278653 476.759915837 0.7866666666666666 449.118741837 10.0935730243 439.025169525
170000 453.332761207 487.080556645 476.674678647 0.7900000000000001 448.884759598 10.0014067173 438.883355637
171000 452.430444841 485.318978683 476.069020779 0.7666666666666667 448.928418503 10.232571528 438.695846786
172000 451.190629463 481.736709841 472.229815234 0.7999999999999998 448.571678009 9.96508788109 438.606589432
173000 451.084411021 483.368697437 472.155739367 0.7966666666666667 448.649163437 10.0486133862 438.600549164
174000 450.245675401 482.874401694 473.177432454 0.7899999999999998 448.775101089 10.3648450661 438.410256195
175000 451.821289077 485.200697561 475.257766772 0.7666666666666666 448.952928772 10.1784880948 438.774436951
176000 448.901022371 481.183713661 472.084685311 0.7833333333333331 448.515303497 10.1534852886 438.361817627
177000 449.323178196 483.215777411 472.737971665 0.7966666666666667 448.987282333 10.4707415032 438.516540756
178000 450.306389089 482.097037238 474.674313125 0.7866666666666668 448.789099731 10.225843277 438.56325798
179000 449.921320405 481.675165507 472.803041888 0.7933333333333333 448.876561356 10.419422884 438.457139053
180000 450.432291727 483.086548016 473.606603773 0.79 448.887598038 10.2324105024 438.655187531
181000 450.308850405 483.251490652 473.989239303 0.8033333333333336 448.621968613 10.0188768554 438.60309166
182000 448.235289177 481.005462585 470.372746494 0.8066666666666669 448.420329437 10.1042118502 438.316116409
183000 451.740965833 483.92709461 472.065727778 0.82 449.102465134 10.2573884726 438.845076065
184000 450.757616109 481.9595511 471.163232868 0.8000000000000002 448.976976471 10.4867167044 438.490260239
185000 451.633169615 482.858283089 473.776578841 0.7966666666666669 448.583410873 10.1103179169 438.473089218
186000 451.242930201 485.288424345 474.098299922 0.7733333333333335 448.54216156 9.96474816799 438.577412415
187000 448.504417278 483.325658777 473.392938018 0.78 447.904947205 9.59904021263 438.305906296
188000 450.627980747 483.245789518 473.592634722 0.7766666666666667 448.385194931 9.78963500738 438.595562515
189000 448.409781101 481.327826596 472.407862343 0.7733333333333334 448.620420685 10.3963209009 438.224099884
190000 450.793071773 483.005885183 474.999373314 0.7833333333333335 448.559546204 10.0065356278 438.553011246
191000 450.92787162 483.704908533 474.766726035 0.8000000000000003 448.224625244 9.71391952991 438.510706253
192000 453.81736824 484.878736478 477.093519298 0.8033333333333336 448.775738602 9.88433164597 438.891408463
193000 451.053072808 482.042344202 472.049609322 0.786666666666667 448.522805481 10.0395064116 438.483300095
194000 455.029297894 484.127828691 474.300868659 0.8033333333333332 448.896169815 9.65527652264 439.240894241
195000 452.424912386 480.573308296 472.140822711 0.82 448.820057144 10.2254502273 438.59460968
196000 451.40977008 480.41287967 472.389582725 0.8066666666666669 448.711969223 10.3027592754 438.4092099
197000 449.847681126 479.5730339 471.690785063 0.7833333333333334 448.670883942 10.3825328922 438.288350296
198000 451.341292851 481.448916744 472.752727699 0.7899999999999998 448.574436111 10.0785737371 438.495864334
199000 452.176257131 483.412375715 473.49400356 0.7766666666666666 449.088127441 10.3007483172 438.787379303
200000 452.668213943 482.146994206 472.252935305 0.7799999999999998 448.897769775 10.1142848778 438.783484268
201000 448.449338629 478.246779704 469.594629163 0.8066666666666665 448.815442963 10.6182088923 438.197232895
202000 452.535418876 482.613621955 473.766171556 0.7866666666666668 448.884064941 9.95921741247 438.924848938
203000 452.502328008 481.282067154 471.877315925 0.7900000000000001 448.73365715 9.98352973461 438.750128021
204000 450.822142785 482.141849657 473.81333381 0.7933333333333336 448.450990143 9.89877379417 438.552215729
205000 448.438026708 478.599170896 471.106063738 0.7666666666666666 448.688763733 10.4489867973 438.239777222
206000 450.56036676 478.202871095 473.549028388 0.7933333333333334 448.552228012 10.132159574 438.420066376
207000 451.173893072 480.44337644 472.604396034 0.78 448.295217667 9.89586869478 438.399350052
208000 447.060603468 478.564246259 470.731566867 0.8033333333333332 448.565542068 10.5989587641 437.966583176
209000 449.111615487 480.42952015 471.576403562 0.786666666666667 448.35374855 10.0786575413 438.275092468
210000 448.823871237 481.654711557 471.955597778 0.78 448.488253479 10.2541594696 438.234093704
211000 448.216793752 479.433002238 471.31496225 0.7800000000000001 448.360678482 10.3445303392 438.016146851
212000 448.683184148 482.099129417 470.725029783 0.7900000000000003 448.01022644 9.75506411314 438.255158844
213000 447.321167029 478.787190361 467.798855191 0.79 448.171975937 10.1808171654 437.991159439
214000 449.493959633 479.791729032 471.714758606 0.7900000000000001 448.34329567 10.099039619 438.244255524
215000 446.319659487 477.01434195 469.048762889 0.7966666666666669 448.68609993 10.7509442568 437.935154266
216000 449.728207156 480.242998627 471.985743459 0.7900000000000001 448.613312531 10.3618017054 438.251511841
217000 451.176324844 481.94139999 472.114372787 0.8000000000000002 448.299961624 9.87133970261 438.428623428
218000 449.70719835 480.307280544 471.575891767 0.7866666666666667 448.345370636 10.0902209091 438.255149307
219000 446.773246178 477.821816954 468.124709294 0.8133333333333336 448.535066071 10.5253879809 438.009679031
220000 448.17412296 480.664213929 470.614947859 0.8066666666666669 448.345641174 10.1761595154 438.169480743
221000 446.382343594 477.989824387 469.448909966 0.7966666666666669 447.964180832 10.1769082975 437.787271729
222000 449.100949082 481.817802701 471.872628421 0.8066666666666668 448.527292862 10.3320850396 438.195208282
223000 450.738879472 481.944386371 473.181953824 0.7933333333333334 448.178770599 9.83289198637 438.345878906
224000 450.917843408 481.946915941 473.245004618 0.8033333333333336 448.409950943 9.91781630754 438.49213562
225000 449.728685288 477.761333342 470.844272694 0.79 448.158566818 9.95995586395 438.198609695
226000 448.378278654 476.847095171 470.13204382 0.8233333333333336 448.279940872 10.1688051367 438.111135254
227000 445.549627785 474.118595394 467.656566191 0.8166666666666669 448.173563461 10.5551034927 437.61845993
228000 448.489980929 476.795757953 469.092403355 0.8066666666666669 448.448037186 10.4443305731 438.003706589
229000 450.432048884 478.221912986 470.514885585 0.7933333333333334 448.405533524 10.1369805741 438.268552856
230000 450.375284454 478.399208628 472.390285978 0.806666666666667 448.165490723 10.0004905033 438.164999161
231000 445.986431221 474.809138219 469.241302596 0.8166666666666669 448.150731812 10.397850771 437.752877808
232000 445.899177101 475.801499711 467.512236311 0.8100000000000003 448.342435379 10.5589412618 437.783492966
233000 447.966774205 478.946898362 472.74245936 0.8066666666666669 448.073526077 10.066918385 438.006609268
234000 449.362702228 478.776372643 470.898185576 0.8233333333333335 447.884924622 9.74590257168 438.139021683
235000 447.450953787 476.619467789 469.011638389 0.7900000000000001 448.209832382 10.2868381977 437.922993011
236000 447.650004873 477.035475066 470.752533842 0.7900000000000001 448.30048317 10.2393850708 438.06109993
237000 447.729405568 475.409780788 469.143735727 0.8033333333333335 447.898998184 10.0035698462 437.895427094
238000 445.61739532 474.519135406 467.698941324 0.8100000000000002 448.0521315 10.4048416328 437.647290344
239000 446.763612981 477.939496235 469.15156365 0.8100000000000003 448.198657913 10.2150832844 437.983573532
240000 445.223423966 475.576880894 468.844043759 0.8133333333333336 448.281308899 10.5949515843 437.686356277
241000 445.76314459 476.494369044 470.443142439 0.806666666666667 448.106097794 10.3403620768 437.765736237
242000 447.48164106 477.731050043 471.115775833 0.7800000000000001 448.075923004 10.2260410595 437.849882202
243000 445.811959041 475.042154521 468.24797529 0.8100000000000002 447.915260162 10.2267831898 437.688476791
244000 445.662380955 475.472122091 468.926332662 0.8033333333333336 448.264301376 10.4807865763 437.78351532
245000 445.448695131 474.758530962 468.320928341 0.7933333333333336 448.214996567 10.4991324472 437.715864258
246000 447.941652662 477.413240996 471.674875801 0.7933333333333336 448.07082222 10.0910476089 437.979774017
247000 444.173645104 473.680182801 467.531201013 0.8000000000000002 448.228590546 10.5936548853 437.634934921
248000 445.744792628 476.883827667 470.196285194 0.7933333333333334 448.087021027 10.2429602408 437.844060059
249000 444.177234825 474.116133208 467.062378222 0.81 448.240226593 10.7192915106 437.520933456
250000 447.350522475 477.69140536 468.390253184 0.8066666666666669 448.26372139 10.2678682327 437.995853195
251000 444.352176208 474.518714363 467.530027113 0.8033333333333335 447.949379501 10.4277852678 437.521593781
252000 443.594368542 473.45346986 466.607469223 0.8000000000000003 447.637597504 10.3417061353 437.295890884
253000 444.347557138 475.043617899 467.066675939 0.7966666666666669 447.862245789 10.4674814749 437.394762878
254000 444.864716828 474.580909543 467.313626721 0.8033333333333336 447.906310577 10.4440502071 437.462261734
255000 445.893089214 475.471676195 468.773782688 0.8033333333333335 447.815153656 10.2783456302 437.536807785
256000 446.980617276 476.975776794 470.550043211 0.8066666666666671 448.300102463 10.4653420019 437.834761353
257000 444.692569871 474.613190277 467.484059367 0.816666666666667 448.133366013 10.5774375796 437.555929413
258000 444.933086354 475.34388255 468.124626639 0.8 448.062777481 10.5019973922 437.560779114
259000 444.948420978 475.818913381 469.913155592 0.7900000000000001 448.123213501 10.5811340714 437.542080231
260000 446.24033439 476.533566042 469.808377128 0.78 447.879575882 10.1643093634 437.715267105
261000 443.686347839 473.508503273 466.399008365 0.8066666666666669 448.137775269 10.7401425743 437.397630997
262000 444.336304464 475.523162491 468.313415545 0.796666666666667 447.828125916 10.3052671075 437.522860489
263000 444.371654724 474.953155746 466.892050808 0.7933333333333333 448.020082397 10.61869735 437.401386032
264000 444.41601915 474.079527007 467.941287053 0.8066666666666669 447.850570984 10.3983909321 437.452181778
265000 445.973921137 476.552966879 469.002602078 0.7866666666666667 447.84000946 10.0924276471 437.747581482
266000 443.703579099 474.206808901 467.894624015 0.8133333333333335 447.590581055 10.2492037416 437.341378632
267000 444.368067667 475.374127597 466.744158628 0.8100000000000003 448.037162552 10.6556415439 437.381520996
268000 444.371431046 474.869091953 466.924665126 0.8100000000000002 447.829902344 10.3339429569 437.495959549
269000 446.10908718 475.790592901 470.515454007 0.7933333333333336 448.019585571 10.3747536421 437.64483284
270000 444.211220084 474.592719247 468.949692519 0.816666666666667 447.736825485 10.2216855145 437.515139389
271000 444.010716664 475.528589646 469.389392453 0.8100000000000003 447.780280685 10.2944372463 437.485841675
272000 444.431649658 475.084739754 468.497966499 0.8133333333333336 447.496604004 10.0100652027 437.48653923
273000 443.841548732 475.298166534 468.747256498 0.8166666666666669 447.674730911 10.2641147828 437.41061821
274000 442.967950533 475.350743987 468.452976944 0.8133333333333337 447.528989639 10.1700068402 437.358980255
275000 443.592648631 474.465539022 467.761633629 0.8000000000000003 447.98870697 10.5071942949 437.481513138
276000 442.043698785 474.76364911 467.827561426 0.7933333333333331 447.606119156 10.2650869465 437.341033325
277000 441.615839816 473.494857841 468.037816586 0.8100000000000002 447.731905899 10.4508413982 437.281065979
278000 443.092246136 474.896075332 468.884936543 0.7733333333333331 447.908028946 10.4387774467 437.469249268
279000 441.053533155 471.957550343 465.538608335 0.7933333333333334 447.557840729 10.4196779513 437.138163528
280000 443.523523032 474.150644 469.363543523 0.79 447.440797806 10.0122744775 437.428523788
281000 440.890730096 471.917433002 464.711230242 0.8233333333333335 447.869318924 10.695570612 437.173747559
282000 443.268963096 475.813591299 468.180629889 0.8000000000000003 447.721672058 10.3174703097 437.404202347
283000 443.841137769 475.160505178 469.551961455 0.8000000000000004 447.702129593 10.1486807108 437.553448715
284000 442.388805516 474.016439839 468.978100688 0.806666666666667 447.856666641 10.4481195998 437.408547287
285000 442.640715076 473.865516236 467.580885483 0.8000000000000003 447.859064636 10.550757668 437.308307419
286000 441.248862061 473.01498645 467.775102153 0.7933333333333334 447.461093826 10.2598315549 437.201262131
